#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1461   0.763677E+03  -0.200633E+02   0.182240E-05  -0.200633E+02   0.922913E+01  -0.345762E-07   0.182240E-05  -0.345762E-07   0.286550E-08
  1462   0.762049E+03  -0.193511E+02   0.181570E-05  -0.193511E+02   0.920808E+01  -0.321343E-07   0.181570E-05  -0.321343E-07   0.286194E-08
  1463   0.760273E+03  -0.186411E+02   0.180893E-05  -0.186411E+02   0.919064E+01  -0.296988E-07   0.180893E-05  -0.296988E-07   0.285839E-08
  1464   0.758572E+03  -0.179339E+02   0.180208E-05  -0.179339E+02   0.917606E+01  -0.272701E-07   0.180208E-05  -0.272701E-07   0.285484E-08
  1465   0.756722E+03  -0.172305E+02   0.179517E-05  -0.172305E+02   0.916508E+01  -0.248483E-07   0.179517E-05  -0.248483E-07   0.285130E-08
  1466   0.754948E+03  -0.165300E+02   0.178819E-05  -0.165300E+02   0.915773E+01  -0.224337E-07   0.178819E-05  -0.224337E-07   0.284776E-08
  1467   0.753025E+03  -0.158338E+02   0.178114E-05  -0.158338E+02   0.915325E+01  -0.200265E-07   0.178114E-05  -0.200265E-07   0.284423E-08
  1468   0.751102E+03  -0.151413E+02   0.177402E-05  -0.151413E+02   0.915239E+01  -0.176269E-07   0.177402E-05  -0.176269E-07   0.284071E-08
  1469   0.749179E+03  -0.144533E+02   0.176684E-05  -0.144533E+02   0.915442E+01  -0.152353E-07   0.176684E-05  -0.152353E-07   0.283719E-08
  1470   0.747033E+03  -0.137688E+02   0.175959E-05  -0.137688E+02   0.915933E+01  -0.128517E-07   0.175959E-05  -0.128517E-07   0.283368E-08
  1471   0.745036E+03  -0.130903E+02   0.175229E-05  -0.130903E+02   0.916862E+01  -0.104766E-07   0.175229E-05  -0.104766E-07   0.283017E-08
  1472   0.742964E+03  -0.124162E+02   0.174491E-05  -0.124162E+02   0.918081E+01  -0.811007E-08   0.174491E-05  -0.811007E-08   0.282667E-08
  1473   0.740818E+03  -0.117480E+02   0.173748E-05  -0.117480E+02   0.919591E+01  -0.575239E-08   0.173748E-05  -0.575239E-08   0.282318E-08
  1474   0.738524E+03  -0.110841E+02   0.172999E-05  -0.110841E+02   0.921390E+01  -0.340380E-08   0.172999E-05  -0.340380E-08   0.281969E-08
  1475   0.736303E+03  -0.104262E+02   0.172244E-05  -0.104262E+02   0.923481E+01  -0.106454E-08   0.172244E-05  -0.106454E-08   0.281621E-08
  1476   0.734007E+03  -0.977493E+01   0.171483E-05  -0.977493E+01   0.925937E+01   0.126516E-08   0.171483E-05   0.126516E-08   0.281273E-08
  1477   0.731711E+03  -0.912880E+01   0.170716E-05  -0.912880E+01   0.928685E+01   0.358505E-08   0.170716E-05   0.358505E-08   0.280926E-08
  1478   0.729340E+03  -0.848930E+01   0.169944E-05  -0.848930E+01   0.931725E+01   0.589490E-08   0.169944E-05   0.589490E-08   0.280580E-08
  1479   0.726968E+03  -0.785667E+01   0.169166E-05  -0.785667E+01   0.935132E+01   0.819447E-08   0.169166E-05   0.819447E-08   0.280234E-08
  1480   0.724522E+03  -0.723046E+01   0.168383E-05  -0.723046E+01   0.938832E+01   0.104835E-07   0.168383E-05   0.104835E-07   0.279889E-08
  1481   0.722008E+03  -0.661111E+01   0.167594E-05  -0.661111E+01   0.942751E+01   0.127618E-07   0.167594E-05   0.127618E-07   0.279544E-08
  1482   0.719500E+03  -0.599885E+01   0.166801E-05  -0.599885E+01   0.947038E+01   0.150291E-07   0.166801E-05   0.150291E-07   0.279200E-08
  1483   0.716932E+03  -0.539398E+01   0.166002E-05  -0.539398E+01   0.951619E+01   0.172852E-07   0.166002E-05   0.172852E-07   0.278856E-08
  1484   0.714356E+03  -0.479657E+01   0.165198E-05  -0.479657E+01   0.956421E+01   0.195297E-07   0.165198E-05   0.195297E-07   0.278513E-08
  1485   0.711719E+03  -0.420693E+01   0.164389E-05  -0.420693E+01   0.961518E+01   0.217626E-07   0.164389E-05   0.217626E-07   0.278171E-08
  1486   0.709044E+03  -0.362497E+01   0.163576E-05  -0.362497E+01   0.966984E+01   0.239835E-07   0.163576E-05   0.239835E-07   0.277829E-08
  1487   0.706331E+03  -0.305114E+01   0.162757E-05  -0.305114E+01   0.972598E+01   0.261923E-07   0.162757E-05   0.261923E-07   0.277488E-08
  1488   0.703601E+03  -0.248545E+01   0.161935E-05  -0.248545E+01   0.978583E+01   0.283886E-07   0.161935E-05   0.283886E-07   0.277148E-08
  1489   0.700811E+03  -0.192826E+01   0.161107E-05  -0.192826E+01   0.984864E+01   0.305722E-07   0.161107E-05   0.305722E-07   0.276808E-08
  1490   0.697997E+03  -0.137956E+01   0.160275E-05  -0.137956E+01   0.991294E+01   0.327429E-07   0.160275E-05   0.327429E-07   0.276468E-08
  1491   0.695151E+03  -0.839664E+00   0.159439E-05  -0.839664E+00   0.998021E+01   0.349005E-07   0.159439E-05   0.349005E-07   0.276130E-08
  1492   0.692282E+03  -0.308601E+00   0.158599E-05  -0.308601E+00   0.100505E+02   0.370447E-07   0.158599E-05   0.370447E-07   0.275791E-08
  1493   0.689374E+03   0.213380E+00   0.157755E-05   0.213380E+00   0.101222E+02   0.391753E-07   0.157755E-05   0.391753E-07   0.275454E-08
  1494   0.686435E+03   0.726157E+00   0.156906E-05   0.726157E+00   0.101970E+02   0.412921E-07   0.156906E-05   0.412921E-07   0.275116E-08
  1495   0.683472E+03   0.122960E+01   0.156054E-05   0.122960E+01   0.102747E+02   0.433947E-07   0.156054E-05   0.433947E-07   0.274780E-08
  1496   0.680477E+03   0.172365E+01   0.155198E-05   0.172365E+01   0.103547E+02   0.454830E-07   0.155198E-05   0.454830E-07   0.274444E-08
  1497   0.677450E+03   0.220806E+01   0.154338E-05   0.220806E+01   0.104362E+02   0.475567E-07   0.154338E-05   0.475567E-07   0.274108E-08
  1498   0.674407E+03   0.268270E+01   0.153475E-05   0.268270E+01   0.105207E+02   0.496156E-07   0.153475E-05   0.496156E-07   0.273774E-08
  1499   0.671332E+03   0.314755E+01   0.152608E-05   0.314755E+01   0.106067E+02   0.516595E-07   0.152608E-05   0.516595E-07   0.273439E-08
  1500   0.668232E+03   0.360241E+01   0.151738E-05   0.360241E+01   0.106957E+02   0.536880E-07   0.151738E-05   0.536880E-07   0.273106E-08
  1501   0.665108E+03   0.404733E+01   0.150864E-05   0.404733E+01   0.107863E+02   0.557011E-07   0.150864E-05   0.557011E-07   0.272772E-08
  1502   0.661959E+03   0.448178E+01   0.149987E-05   0.448178E+01   0.108792E+02   0.576986E-07   0.149987E-05   0.576986E-07   0.272440E-08
  1503   0.658793E+03   0.490591E+01   0.149108E-05   0.490591E+01   0.109743E+02   0.596803E-07   0.149108E-05   0.596803E-07   0.272108E-08
  1504   0.655603E+03   0.531977E+01   0.148225E-05   0.531977E+01   0.110710E+02   0.616462E-07   0.148225E-05   0.616462E-07   0.271776E-08
  1505   0.652388E+03   0.572298E+01   0.147339E-05   0.572298E+01   0.111699E+02   0.635963E-07   0.147339E-05   0.635963E-07   0.271445E-08
  1506   0.649156E+03   0.611560E+01   0.146450E-05   0.611560E+01   0.112704E+02   0.655304E-07   0.146450E-05   0.655304E-07   0.271115E-08
  1507   0.645907E+03   0.649753E+01   0.145559E-05   0.649753E+01   0.113732E+02   0.674484E-07   0.145559E-05   0.674484E-07   0.270785E-08
  1508   0.642640E+03   0.686840E+01   0.144665E-05   0.686840E+01   0.114775E+02   0.693503E-07   0.144665E-05   0.693503E-07   0.270456E-08
  1509   0.639349E+03   0.722834E+01   0.143769E-05   0.722834E+01   0.115827E+02   0.712360E-07   0.143769E-05   0.712360E-07   0.270127E-08
  1510   0.636056E+03   0.757703E+01   0.142870E-05   0.757703E+01   0.116909E+02   0.731053E-07   0.142870E-05   0.731053E-07   0.269799E-08
  1511   0.632730E+03   0.791521E+01   0.141969E-05   0.791521E+01   0.117999E+02   0.749582E-07   0.141969E-05   0.749582E-07   0.269471E-08
  1512   0.629394E+03   0.824064E+01   0.141065E-05   0.824064E+01   0.119104E+02   0.767946E-07   0.141065E-05   0.767946E-07   0.269144E-08
  1513   0.626041E+03   0.855627E+01   0.140159E-05   0.855627E+01   0.120226E+02   0.786145E-07   0.140159E-05   0.786145E-07   0.268818E-08
  1514   0.622686E+03   0.885986E+01   0.139252E-05   0.885986E+01   0.121370E+02   0.804176E-07   0.139252E-05   0.804176E-07   0.268492E-08
  1515   0.619336E+03   0.915288E+01   0.138342E-05   0.915288E+01   0.122523E+02   0.822040E-07   0.138342E-05   0.822040E-07   0.268166E-08
  1516   0.615953E+03   0.943310E+01   0.137430E-05   0.943310E+01   0.123684E+02   0.839735E-07   0.137430E-05   0.839735E-07   0.267841E-08
  1517   0.612568E+03   0.970271E+01   0.136517E-05   0.970271E+01   0.124861E+02   0.857261E-07   0.136517E-05   0.857261E-07   0.267517E-08
  1518   0.609173E+03   0.996172E+01   0.135602E-05   0.996172E+01   0.126053E+02   0.874616E-07   0.135602E-05   0.874616E-07   0.267193E-08
  1519   0.605767E+03   0.102071E+02   0.134685E-05   0.102071E+02   0.127247E+02   0.891800E-07   0.134685E-05   0.891800E-07   0.266870E-08
  1520   0.602367E+03   0.104419E+02   0.133767E-05   0.104419E+02   0.128456E+02   0.908812E-07   0.133767E-05   0.908812E-07   0.266547E-08
  1521   0.598949E+03   0.106653E+02   0.132847E-05   0.106653E+02   0.129681E+02   0.925652E-07   0.132847E-05   0.925652E-07   0.266225E-08
  1522   0.595521E+03   0.108765E+02   0.131926E-05   0.108765E+02   0.130907E+02   0.942317E-07   0.131926E-05   0.942317E-07   0.265903E-08
  1523   0.592098E+03   0.110763E+02   0.131004E-05   0.110763E+02   0.132142E+02   0.958807E-07   0.131004E-05   0.958807E-07   0.265582E-08
  1524   0.588665E+03   0.112640E+02   0.130081E-05   0.112640E+02   0.133392E+02   0.975122E-07   0.130081E-05   0.975122E-07   0.265261E-08
  1525   0.585229E+03   0.114402E+02   0.129157E-05   0.114402E+02   0.134652E+02   0.991260E-07   0.129157E-05   0.991260E-07   0.264941E-08
  1526   0.581797E+03   0.116049E+02   0.128231E-05   0.116049E+02   0.135912E+02   0.100722E-06   0.128231E-05   0.100722E-06   0.264622E-08
  1527   0.578363E+03   0.117567E+02   0.127305E-05   0.117567E+02   0.137173E+02   0.102300E-06   0.127305E-05   0.102300E-06   0.264303E-08
  1528   0.574927E+03   0.118977E+02   0.126379E-05   0.118977E+02   0.138451E+02   0.103861E-06   0.126379E-05   0.103861E-06   0.263984E-08
  1529   0.571494E+03   0.120272E+02   0.125451E-05   0.120272E+02   0.139730E+02   0.105403E-06   0.125451E-05   0.105403E-06   0.263666E-08
  1530   0.568067E+03   0.121445E+02   0.124523E-05   0.121445E+02   0.141010E+02   0.106927E-06   0.124523E-05   0.106927E-06   0.263349E-08
  1531   0.564637E+03   0.122495E+02   0.123594E-05   0.122495E+02   0.142298E+02   0.108433E-06   0.123594E-05   0.108433E-06   0.263032E-08
  1532   0.561218E+03   0.123436E+02   0.122665E-05   0.123436E+02   0.143596E+02   0.109921E-06   0.122665E-05   0.109921E-06   0.262716E-08
  1533   0.557797E+03   0.124270E+02   0.121736E-05   0.124270E+02   0.144887E+02   0.111391E-06   0.121736E-05   0.111391E-06   0.262400E-08
  1534   0.554388E+03   0.124966E+02   0.120807E-05   0.124966E+02   0.146187E+02   0.112842E-06   0.120807E-05   0.112842E-06   0.262085E-08
  1535   0.550983E+03   0.125560E+02   0.119877E-05   0.125560E+02   0.147489E+02   0.114274E-06   0.119877E-05   0.114274E-06   0.261770E-08
  1536   0.547583E+03   0.126032E+02   0.118948E-05   0.126032E+02   0.148784E+02   0.115688E-06   0.118948E-05   0.115688E-06   0.261455E-08
  1537   0.544202E+03   0.126387E+02   0.118018E-05   0.126387E+02   0.150088E+02   0.117083E-06   0.118018E-05   0.117083E-06   0.261142E-08
  1538   0.540833E+03   0.126633E+02   0.117089E-05   0.126633E+02   0.151394E+02   0.118459E-06   0.117089E-05   0.118459E-06   0.260828E-08
  1539   0.537439E+03   0.126763E+02   0.116160E-05   0.126763E+02   0.152687E+02   0.119817E-06   0.116160E-05   0.119817E-06   0.260516E-08
  1540   0.534078E+03   0.126784E+02   0.115232E-05   0.126784E+02   0.153981E+02   0.121155E-06   0.115232E-05   0.121155E-06   0.260204E-08
  1541   0.530730E+03   0.126681E+02   0.114304E-05   0.126681E+02   0.155284E+02   0.122474E-06   0.114304E-05   0.122474E-06   0.259892E-08
  1542   0.527393E+03   0.126475E+02   0.113376E-05   0.126475E+02   0.156581E+02   0.123775E-06   0.113376E-05   0.123775E-06   0.259581E-08
  1543   0.524061E+03   0.126146E+02   0.112449E-05   0.126146E+02   0.157865E+02   0.125055E-06   0.112449E-05   0.125055E-06   0.259270E-08
  1544   0.520748E+03   0.125714E+02   0.111523E-05   0.125714E+02   0.159158E+02   0.126317E-06   0.111523E-05   0.126317E-06   0.258960E-08
  1545   0.517455E+03   0.125172E+02   0.110598E-05   0.125172E+02   0.160437E+02   0.127559E-06   0.110598E-05   0.127559E-06   0.258650E-08
  1546   0.514165E+03   0.124513E+02   0.109673E-05   0.124513E+02   0.161711E+02   0.128782E-06   0.109673E-05   0.128782E-06   0.258341E-08
  1547   0.510895E+03   0.123751E+02   0.108750E-05   0.123751E+02   0.162987E+02   0.129985E-06   0.108750E-05   0.129985E-06   0.258032E-08
  1548   0.507651E+03   0.122880E+02   0.107828E-05   0.122880E+02   0.164257E+02   0.131168E-06   0.107828E-05   0.131168E-06   0.257724E-08
  1549   0.504419E+03   0.121905E+02   0.106907E-05   0.121905E+02   0.165514E+02   0.132332E-06   0.106907E-05   0.132332E-06   0.257417E-08
  1550   0.501213E+03   0.120820E+02   0.105987E-05   0.120820E+02   0.166765E+02   0.133476E-06   0.105987E-05   0.133476E-06   0.257110E-08
  1551   0.498011E+03   0.119624E+02   0.105069E-05   0.119624E+02   0.168011E+02   0.134600E-06   0.105069E-05   0.134600E-06   0.256803E-08
  1552   0.494844E+03   0.118332E+02   0.104152E-05   0.118332E+02   0.169243E+02   0.135703E-06   0.104152E-05   0.135703E-06   0.256497E-08
  1553   0.491688E+03   0.116944E+02   0.103237E-05   0.116944E+02   0.170478E+02   0.136787E-06   0.103237E-05   0.136787E-06   0.256191E-08
  1554   0.488559E+03   0.115445E+02   0.102323E-05   0.115445E+02   0.171707E+02   0.137852E-06   0.102323E-05   0.137852E-06   0.255886E-08
  1555   0.485441E+03   0.113850E+02   0.101411E-05   0.113850E+02   0.172915E+02   0.138896E-06   0.101411E-05   0.138896E-06   0.255581E-08
  1556   0.482358E+03   0.112151E+02   0.100501E-05   0.112151E+02   0.174110E+02   0.139920E-06   0.100501E-05   0.139920E-06   0.255277E-08
  1557   0.479294E+03   0.110356E+02   0.995924E-06   0.110356E+02   0.175300E+02   0.140925E-06   0.995924E-06   0.140925E-06   0.254974E-08
  1558   0.476256E+03   0.108471E+02   0.986859E-06   0.108471E+02   0.176484E+02   0.141910E-06   0.986859E-06   0.141910E-06   0.254671E-08
  1559   0.473253E+03   0.106482E+02   0.977814E-06   0.106482E+02   0.177640E+02   0.142876E-06   0.977814E-06   0.142876E-06   0.254368E-08
  1560   0.470269E+03   0.104397E+02   0.968788E-06   0.104397E+02   0.178797E+02   0.143822E-06   0.968788E-06   0.143822E-06   0.254066E-08
  1561   0.467290E+03   0.102221E+02   0.959784E-06   0.102221E+02   0.179934E+02   0.144748E-06   0.959784E-06   0.144748E-06   0.253764E-08
  1562   0.464338E+03   0.999488E+01   0.950801E-06   0.999488E+01   0.181066E+02   0.145655E-06   0.950801E-06   0.145655E-06   0.253463E-08
  1563   0.461420E+03   0.975939E+01   0.941841E-06   0.975939E+01   0.182177E+02   0.146542E-06   0.941841E-06   0.146542E-06   0.253162E-08
  1564   0.458536E+03   0.951490E+01   0.932904E-06   0.951490E+01   0.183282E+02   0.147409E-06   0.932904E-06   0.147409E-06   0.252862E-08
  1565   0.455687E+03   0.926141E+01   0.923990E-06   0.926141E+01   0.184359E+02   0.148257E-06   0.923990E-06   0.148257E-06   0.252563E-08
  1566   0.452857E+03   0.900038E+01   0.915101E-06   0.900038E+01   0.185431E+02   0.149086E-06   0.915101E-06   0.149086E-06   0.252263E-08
  1567   0.450047E+03   0.872957E+01   0.906237E-06   0.872957E+01   0.186467E+02   0.149896E-06   0.906237E-06   0.149896E-06   0.251965E-08
  1568   0.447271E+03   0.845105E+01   0.897399E-06   0.845105E+01   0.187512E+02   0.150686E-06   0.897399E-06   0.150686E-06   0.251666E-08
  1569   0.444538E+03   0.816436E+01   0.888587E-06   0.816436E+01   0.188529E+02   0.151456E-06   0.888587E-06   0.151456E-06   0.251369E-08
  1570   0.441832E+03   0.786987E+01   0.879802E-06   0.786987E+01   0.189540E+02   0.152208E-06   0.879802E-06   0.152208E-06   0.251072E-08
  1571   0.439160E+03   0.756814E+01   0.871046E-06   0.756814E+01   0.190545E+02   0.152940E-06   0.871046E-06   0.152940E-06   0.250775E-08
  1572   0.436508E+03   0.725799E+01   0.862318E-06   0.725799E+01   0.191508E+02   0.153653E-06   0.862318E-06   0.153653E-06   0.250478E-08
  1573   0.433891E+03   0.694058E+01   0.853619E-06   0.694058E+01   0.192465E+02   0.154347E-06   0.853619E-06   0.154347E-06   0.250183E-08
  1574   0.431323E+03   0.661584E+01   0.844950E-06   0.661584E+01   0.193394E+02   0.155021E-06   0.844950E-06   0.155021E-06   0.249887E-08
  1575   0.428776E+03   0.628404E+01   0.836311E-06   0.628404E+01   0.194316E+02   0.155677E-06   0.836311E-06   0.155677E-06   0.249593E-08
  1576   0.426263E+03   0.594524E+01   0.827704E-06   0.594524E+01   0.195196E+02   0.156313E-06   0.827704E-06   0.156313E-06   0.249298E-08
  1577   0.423785E+03   0.559966E+01   0.819129E-06   0.559966E+01   0.196071E+02   0.156931E-06   0.819129E-06   0.156931E-06   0.249004E-08
  1578   0.421342E+03   0.524759E+01   0.810587E-06   0.524759E+01   0.196924E+02   0.157529E-06   0.810587E-06   0.157529E-06   0.248711E-08
  1579   0.418941E+03   0.488907E+01   0.802078E-06   0.488907E+01   0.197749E+02   0.158109E-06   0.802078E-06   0.158109E-06   0.248418E-08
  1580   0.416561E+03   0.452434E+01   0.793603E-06   0.452434E+01   0.198569E+02   0.158669E-06   0.793603E-06   0.158669E-06   0.248126E-08
  1581   0.414215E+03   0.415358E+01   0.785163E-06   0.415358E+01   0.199360E+02   0.159211E-06   0.785163E-06   0.159211E-06   0.247834E-08
  1582   0.411919E+03   0.377694E+01   0.776759E-06   0.377694E+01   0.200131E+02   0.159734E-06   0.776759E-06   0.159734E-06   0.247542E-08
  1583   0.409644E+03   0.339464E+01   0.768390E-06   0.339464E+01   0.200866E+02   0.160238E-06   0.768390E-06   0.160238E-06   0.247251E-08
  1584   0.407419E+03   0.300672E+01   0.760059E-06   0.300672E+01   0.201595E+02   0.160723E-06   0.760059E-06   0.160723E-06   0.246961E-08
  1585   0.405213E+03   0.261356E+01   0.751765E-06   0.261356E+01   0.202303E+02   0.161190E-06   0.751765E-06   0.161190E-06   0.246671E-08
  1586   0.403058E+03   0.221532E+01   0.743509E-06   0.221532E+01   0.202976E+02   0.161637E-06   0.743509E-06   0.161637E-06   0.246381E-08
  1587   0.400938E+03   0.181194E+01   0.735292E-06   0.181194E+01   0.203635E+02   0.162067E-06   0.735292E-06   0.162067E-06   0.246092E-08
  1588   0.398861E+03   0.140379E+01   0.727115E-06   0.140379E+01   0.204267E+02   0.162477E-06   0.727115E-06   0.162477E-06   0.245803E-08
  1589   0.396812E+03   0.991083E+00   0.718978E-06   0.991083E+00   0.204877E+02   0.162869E-06   0.718978E-06   0.162869E-06   0.245515E-08
  1590   0.394798E+03   0.573988E+00   0.710882E-06   0.573988E+00   0.205459E+02   0.163242E-06   0.710882E-06   0.163242E-06   0.245227E-08
  1591   0.392834E+03   0.152705E+00   0.702828E-06   0.152705E+00   0.206021E+02   0.163597E-06   0.702828E-06   0.163597E-06   0.244940E-08
  1592   0.390898E+03  -0.272504E+00   0.694816E-06  -0.272504E+00   0.206561E+02   0.163933E-06   0.694816E-06   0.163933E-06   0.244653E-08
  1593   0.389005E+03  -0.701726E+00   0.686847E-06  -0.701726E+00   0.207074E+02   0.164251E-06   0.686847E-06   0.164251E-06   0.244367E-08
  1594   0.387140E+03  -0.113453E+01   0.678922E-06  -0.113453E+01   0.207565E+02   0.164550E-06   0.678922E-06   0.164550E-06   0.244081E-08
  1595   0.385326E+03  -0.157055E+01   0.671041E-06  -0.157055E+01   0.208036E+02   0.164831E-06   0.671041E-06   0.164831E-06   0.243795E-08
  1596   0.383554E+03  -0.200988E+01   0.663206E-06  -0.200988E+01   0.208471E+02   0.165094E-06   0.663206E-06   0.165094E-06   0.243510E-08
  1597   0.381811E+03  -0.245223E+01   0.655416E-06  -0.245223E+01   0.208885E+02   0.165338E-06   0.655416E-06   0.165338E-06   0.243226E-08
  1598   0.380110E+03  -0.289725E+01   0.647673E-06  -0.289725E+01   0.209271E+02   0.165564E-06   0.647673E-06   0.165564E-06   0.242942E-08
  1599   0.378446E+03  -0.334502E+01   0.639977E-06  -0.334502E+01   0.209636E+02   0.165772E-06   0.639977E-06   0.165772E-06   0.242658E-08
  1600   0.376824E+03  -0.379525E+01   0.632329E-06  -0.379525E+01   0.209980E+02   0.165962E-06   0.632329E-06   0.165962E-06   0.242375E-08
  1601   0.375238E+03  -0.424766E+01   0.624730E-06  -0.424766E+01   0.210296E+02   0.166133E-06   0.624730E-06   0.166133E-06   0.242093E-08
  1602   0.373681E+03  -0.470204E+01   0.617179E-06  -0.470204E+01   0.210576E+02   0.166286E-06   0.617179E-06   0.166286E-06   0.241810E-08
  1603   0.372182E+03  -0.515852E+01   0.609678E-06  -0.515852E+01   0.210835E+02   0.166422E-06   0.609678E-06   0.166422E-06   0.241529E-08
